,Identifier,Site,Country,Region,Data origin,Uncal.Dates,Cal.Dates,Approx. age,Phase,Bead diameter (mm),Aperture diameter (mm),Shell thickness (mm),Reference(s)
880,NBC R65/66 BII DAN #6,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,2925,3067,3067,4,5.11,2.26,1.25,"78,79"
1008,NBC XO BETTY #41,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,3.73,2.26,1.18,"78,79"
39,"BC S23 LEVEL 1WA ""37B circled""",Border Cave,South Africa,Southern Africa,Newly presented,38608,42538,42538,1,6.26,2.27,1.68,"14,59"
280,EYMU-05 8 III 2(3) #4,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,6.72,2.27,1.99,75-77
653,NBC 30.12.70 A-I BOB,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,2560,2609,2609,4,4.58,2.27,0.98,"78,79"
657,NBC 40 CEDRIC #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,2400,5,4.96,2.27,1.34,"78,79"
406,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.69,2.27,1.75,"60,67"
520,NBC /66 YI BRETT #10,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,6.51,2.27,1.78,"78,79"
529,NBC /66 YI BRETT #19,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,5.96,2.27,1.71,"78,79"
674,NBC 65/66 AO M-BABS #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1000,5,8.15,2.27,1.75,"78,79"
1492,WW T28 3BII #4,Wonderwerk Cave,South Africa,Southern Africa,Newly presented,3450,3371,3371,4,4.23,2.27,1.39,85-87
101,EYM RBL1 #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3390,3640,3640,4,6.61,2.28,N/A,63
102,EYM RBL1 #3,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3390,3640,3640,4,5.52,2.28,N/A,63
404,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,5.76,2.28,1.74,"60,67"
93,EYM DBL1.4 #6,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,39900,43448,43448,1,6.71,2.28,N/A,63
74,"DMB3 Unit1 L3 (21.8.12) ""from sieve"" #5",Daumboy 3 Rockshelter,Tanzania,Eastern Africa,Newly presented,9280,10620,10620,4,5.47,2.29,1.55,62
268,EYMU-05 6 III 1(1) #5,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,844,844,5,9.84,2.29,1.56,75-77
374,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.76,2.29,1.55,"60,67"
401,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.09,2.29,1.72,"60,67"
469,HxJf1 Tp6 10-20 #5,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,,,1000,5,6.48,2.29,1.88,"33,70,71"
476,HxJf1 Tp8 20-30 #1,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,,,3000,4,14.49,2.29,2.19,"33,70,71"
553,NBC /66 YI BRETT #41,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,4.24,2.29,0.92,"78,79"
1209,WW O24 4D #2,Wonderwerk Cave,South Africa,Southern Africa,Newly presented,9130,10247,10247,4,4.97,2.29,1.41,85-87
201,EYMU-05 5 III 2(4) #2,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,6.78,2.30,1.44,75-77
573,NBC /66 YI BRETT #6,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,6.37,2.30,1.78,"78,79"
267,EYMU-05 6 III 1(1) #4,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,844,844,5,10.07,2.30,1.61,75-77
281,EYMU-05 8 III 2(3) #5,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,5.97,2.30,1.34,75-77
380,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,3.58,2.30,1.58,"60,67"
450,HwJf2 J9 5,Mlambalasi Rockshelter,Tanzania,Eastern Africa,Newly presented,,,500,5,5.33,2.30,1.35,72-74
1149,Witklip 2,Witklip,South Africa,Southern Africa,Published measurements,,,950,5,6.40,2.30,N/A,"68,69"
160,EYM RBL2.2.2a #3,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5265,6038,6038,4,5.93,2.31,N/A,63
187,EYMU-05 5 III 2 #7,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,6.00,2.31,1.75,75-77
709,NBC '79 SQ7 WILLEY #5,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,6700,4,4.64,2.31,1.65,"78,79"
98,EYM DBS1.1 #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5220,5992,5992,4,6.02,2.31,N/A,63
937,NBC R65/66 YI BETTY#5,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.80,2.31,1.42,"78,79"
730,NBC 9.1.71 YII CEDRIC,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,2400,5,4.38,2.31,1.41,"78,79"
127,EYM RBL2.1B2 #1,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3990,4466,4466,4,5.83,2.31,N/A,63
175,EYMU-05 5 III (9) #2,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,600,5,7.56,2.31,2.02,75-77
94,EYM DBL1.4 #7,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,39900,43448,43448,1,6.13,2.32,N/A,63
434,HwJf2 I9/J9 9 #1,Mlambalasi Rockshelter,Tanzania,Eastern Africa,Newly presented,,,17500,3,4.72,2.32,1.58,72-74
105,EYM RBL2.1 #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3110,3311,3311,4,5.85,2.32,N/A,63
153,EYM RBL2.2.1 #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5265,6038,6038,4,6.99,2.32,N/A,63
195,EYMU-05 5 III 2(2) #3,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,7.21,2.32,2.01,75-77
261,EYMU-05 5 surface #7,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,400,5,6.15,2.32,1.82,75-77
113,EYM RBL2.1A3 #4,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,4475,5117,5117,4,5.31,2.33,N/A,63
137,EYM RBL2.1B2 #7,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3990,4466,4466,4,5.83,2.33,N/A,63
72,"DMB3 Unit1 L3 (21.8.12) ""from sieve"" #2",Daumboy 3 Rockshelter,Tanzania,Eastern Africa,Newly presented,9280,10620,10620,4,7.30,2.33,1.40,62
246,EYMU-05 5 III 6(9) #6,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,21000,2,6.07,2.33,1.81,75-77
223,EYMU-05 5 III 4(6) #8,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,8000,4,7.05,2.34,1.44,75-77
242,EYMU-05 5 III 5(8) #7,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,15000,3,7.66,2.34,1.46,75-77
1368,WW S27 4AII #4,Wonderwerk Cave,South Africa,Southern Africa,Newly presented,4240,4710,4710,4,5.18,2.34,1.58,85-87
43,"BC T19 LEVEL 1WA ""41 circled""",Border Cave,South Africa,Southern Africa,Newly presented,38608,42538,42538,1,5.85,2.34,1.30,"14,59"
225,EYMU-05 5 III 4(6) missed,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,8000,4,6.81,2.34,1.62,75-77
317,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.09,2.34,1.12,"60,67"
523,NBC /66 YI BRETT #13,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,6.33,2.34,1.59,"78,79"
617,NBC 21.1.71 BO Upper GEOFF #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,3190,3425,3425,4,5.36,2.34,1.37,"78,79"
1130,PYS Layer 7-8,Panga ya Saidi,Kenya,Eastern Africa,Published measurements,,,25125,2,7.51,2.34,2.16,"25,80"
1287,WW R23 4A LH^2 #1.1,Wonderwerk Cave,South Africa,Southern Africa,Newly presented,4890,5524,5524,4,5.50,2.34,1.69,85-87
91,EYM DBL1.3 #9,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,37000,41558,41558,1,8.51,2.35,N/A,63
528,NBC /66 YI BRETT #18,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,6.12,2.35,1.75,"78,79"
138,EYM RBL2.1B2 #8,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3990,4466,4466,4,6.24,2.35,N/A,63
824,NBC R65/66 AI BILL #14,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.18,2.35,1.36,"78,79"
173,EYMU-05 5 III (7) #5,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,600,5,6.12,2.35,1.67,75-77
200,EYMU-05 5 III 2(3) #4,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,5.83,2.36,1.53,75-77
384,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.92,2.36,1.62,"60,67"
218,EYMU-05 5 III 4(6) #3,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,8000,4,7.55,2.37,2.00,75-77
477,HxJf1 Tp8 20-30 #2,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,,,3000,4,6.64,2.37,1.37,"33,70,71"
778,NBC R65.66 AI BOB #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,2560,2609,2609,4,5.62,2.37,1.47,"78,79"
136,EYM RBL2.1B2 #6,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3990,4466,4466,4,5.97,2.37,N/A,63
161,EYM RBL2.2.2b #1,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5265,6038,6038,4,5.27,2.37,N/A,63
108,EYM RBL2.1A1 #3,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3110,3311,3311,4,5.62,2.38,N/A,63
327,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.45,2.38,1.23,"60,67"
349,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.47,2.38,1.4,"60,67"
353,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.16,2.38,1.46,"60,67"
371,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.28,2.38,1.54,"60,67"
146,EYM RBL2.1B6 #3,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,4860,5601,5601,4,5.63,2.39,N/A,63
135,EYM RBL2.1B2 #5,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3990,4466,4466,4,5.76,2.39,N/A,63
166,EYMU-05 5 III (4) #2,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,600,5,6.40,2.39,1.82,75-77
626,NBC 23.12.70 B-I BOB #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,2560,2609,2609,4,4.60,2.40,1.23,"78,79"
910,NBC R65/66 Y0 BETTY #3,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.91,2.40,1.68,"78,79"
322,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.02,2.40,1.16,"60,67"
466,HxJf1 Tp6 10-20 #2,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,,,1000,5,7.32,2.40,1.79,"33,70,71"
490,Kasteelberg B1,Kasteelberg B,South Africa,Southern Africa,Published measurements,,,200,5,6.60,2.40,N/A,"68,69"
492,Kisese II I,Kisese II Rockshelter,Tanzania,Eastern Africa,Published measurements,,,4200,4,6.00,2.40,N/A,26
493,Kisese II III,Kisese II Rockshelter,Tanzania,Eastern Africa,Published measurements,,,17100,3,6.20,2.40,N/A,26
494,Kisese II IV,Kisese II Rockshelter,Tanzania,Eastern Africa,Published measurements,,,17900,3,6.30,2.40,N/A,26
496,Kisese II V,Kisese II Rockshelter,Tanzania,Eastern Africa,Published measurements,,,18350,3,6.40,2.40,N/A,26
501,Kisese II XIII,Kisese II Rockshelter,Tanzania,Eastern Africa,Published measurements,,,35250,1,6.90,2.40,N/A,26
80,DMB3 Unit3 L8 (24.8.12) #3,Daumboy 3 Rockshelter,Tanzania,Eastern Africa,Newly presented,,,6500,4,6.59,2.41,2.02,62
481,HxJf1 Tp8 30-40 #3,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,6465,7375,7375,4,6.22,2.41,1.37,"33,70,71"
808,NBC R65/66 AI BABS #4,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1000,5,4.48,2.42,1.28,"78,79"
1260,WW R22 1A,Wonderwerk Cave,South Africa,Southern Africa,Newly presented,,,100,5,4.73,2.42,1.50,85-87
953,NBC R66 YI BRETT/BONNIE #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,1930,1859,1859,5,8.30,2.42,1.34,"78,79"
167,EYMU-05 5 III (4) #3,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,600,5,5.80,2.43,1.58,75-77
462,HxJf1 Tp12 40-50 #2,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,13125,15870,15870,3,6.37,2.43,1.70,"33,70,71"
265,EYMU-05 6 III 1(1) #1,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,844,844,5,7.61,2.44,1.74,75-77
278,EYMU-05 8 III 2(3) #2,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,7.30,2.44,1.90,75-77
806,NBC R65/66 AI BABS #2,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1000,5,5.04,2.44,1.41,"78,79"
79,DMB3 Unit1 L4 (21.8.12) -48BD,Daumboy 3 Rockshelter,Tanzania,Eastern Africa,Newly presented,9280,10620,10620,4,5.93,2.44,2.08,62
486,HxJf1 Tp9 40-50,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,13125,15870,15870,3,9.64,2.44,1.95,"33,70,71"
971,NBC RRI R.ALEX BI #2,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,650,611,611,5,4.38,2.44,1.27,"78,79"
397,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.81,2.45,1.7,"60,67"
537,NBC /66 YI BRETT #26,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,5.35,2.45,1.67,"78,79"
788,NBC R65/66 21.12.65 AII BILL #,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,757,757,5,4.76,2.45,1.32,"78,79"
33,BC Q24 LEVEL SQ 1WA A&B 32-38,Border Cave,South Africa,Southern Africa,Newly presented,38608,42538,42538,1,6.80,2.46,1.37,"14,59"
816,NBC R65/66 AI BETTY #6,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.88,2.46,1.73,"78,79"
162,EYM RBL2.2.2b #3,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5265,6038,6038,4,6.03,2.46,N/A,63
344,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.70,2.46,1.35,"60,67"
470,HxJf1 Tp6 20-40,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,,,4500,4,6.26,2.46,1.99,"33,70,71"
471,HxJf1 Tp7 0-10,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,,,500,5,5.58,2.46,1.45,"33,70,71"
821,NBC R65/66 AI BILL #11,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.46,2.46,1.59,"78,79"
970,NBC RRI R.ALEX BI #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,650,611,611,5,4.49,2.46,1.35,"78,79"
151,EYM RBL2.2 #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5265,6038,6038,4,5.40,2.47,N/A,63
210,EYMU-05 5 III 3(5) #5,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,6420,6420,4,5.84,2.47,1.45,75-77
820,NBC R65/66 AI BILL #10,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.55,2.47,1.52,"78,79"
827,NBC R65/66 AI BILL #17,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.33,2.47,1.31,"78,79"
1258,WW R21 2B #2,Wonderwerk Cave,South Africa,Southern Africa,Newly presented,1210,1110,1110,5,5.24,2.47,1.42,85-87
464,HxJf1 Tp12 40-50 #4,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,13125,15870,15870,3,5.98,2.47,1.42,"33,70,71"
40,BC S23 LEVEL 1WA 37A,Border Cave,South Africa,Southern Africa,Newly presented,38608,42538,42538,1,6.81,2.48,1.61,"14,59"
209,EYMU-05 5 III 3(5) #4,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,6420,6420,4,6.25,2.48,1.59,75-77
836,NBC R65/66 AI BILL #5,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.93,2.48,1.42,"78,79"
123,EYM RBL2.1B1 #3,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,4535,5184,5184,4,6.05,2.48,N/A,63
352,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.57,2.48,1.43,"60,67"
531,NBC /66 YI BRETT #20,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,6.37,2.48,1.73,"78,79"
172,EYMU-05 5 III (7) #4,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,600,5,6.36,2.49,1.70,75-77
807,NBC R65/66 AI BABS #3,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1000,5,4.58,2.49,1.44,"78,79"
262,EYMU-05 6 II 1(1) #1,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,357,357,5,7.42,2.49,2.02,75-77
395,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.28,2.49,1.69,"60,67"
1017,NBC XO BETTY #5,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.92,2.49,1.57,"78,79"
1062,PYS Layer 6,Panga ya Saidi,Kenya,Eastern Africa,Published measurements,,,19675,2,7.20,2.49,1.74,"25,80"
148,EYM RBL2.1B6 #5,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,4860,5601,5601,4,5.54,2.50,N/A,63
244,EYMU-05 5 III 6(9) #2,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,21000,2,8.21,2.50,2.00,75-77
409,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,6.51,2.50,1.77,"60,67"
416,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,5.03,2.50,1.86,"60,67"
811,NBC R65/66 AI BETTY #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,5.78,2.50,1.39,"78,79"
451,HwJf2 J9 6 #1,Mlambalasi Rockshelter,Tanzania,Eastern Africa,Newly presented,,,15000,3,6.33,2.51,1.41,72-74
745,NBC R 65/66 YI CEDRIC  #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,2400,5,6.57,2.51,1.53,"78,79"
789,NBC R65/66 21.12.65 AII BILL #,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,757,757,5,4.59,2.51,1.63,"78,79"
363,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.66,2.51,1.52,"60,67"
865,NBC R65/66 BI BETTY #2,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.59,2.51,1.09,"78,79"
867,NBC R65/66 BI BETTY #4,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.48,2.52,1.50,"78,79"
823,NBC R65/66 AI BILL #13,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.53,2.52,1.46,"78,79"
814,NBC R65/66 AI BETTY #4,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.93,2.53,1.56,"78,79"
114,EYM RBL2.1A3 #6,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,4475,5117,5117,4,6.75,2.53,N/A,63
235,EYMU-05 5 III 5(8) #24,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,15000,3,6.33,2.53,2.04,75-77
325,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.41,2.53,1.19,"60,67"
1082,PYS Layer 7-8,Panga ya Saidi,Kenya,Eastern Africa,Published measurements,,,25125,2,5.73,2.53,1.67,"25,80"
129,EYM RBL2.1B2 #11,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3990,4466,4466,4,6.94,2.53,N/A,63
107,EYM RBL2.1 #4,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3110,3311,3311,4,6.20,2.54,N/A,63
818,NBC R65/66 AI BETTY #8,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,4.36,2.54,1.16,"78,79"
104,EYM RBL2.1 #1,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3110,3311,3311,4,7.12,2.54,N/A,63
367,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.72,2.54,1.53,"60,67"
1065,PYS Layer 6,Panga ya Saidi,Kenya,Eastern Africa,Published measurements,,,19675,2,7.47,2.54,1.80,"25,80"
196,EYMU-05 5 III 2(2) #4,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,1812,1812,5,7.21,2.55,1.70,75-77
213,EYMU-05 5 III 4(6) #10,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,8000,4,6.54,2.55,1.61,75-77
526,NBC /66 YI BRETT #16,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,,,1500,5,6.60,2.56,1.80,"78,79"
145,EYM RBL2.1B6 #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,4860,5601,5601,4,6.72,2.56,N/A,63
156,EYM RBL2.2.2 #1,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5265,6038,6038,4,5.20,2.56,N/A,63
822,NBC R65/66 AI BILL #12,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.56,2.57,1.39,"78,79"
1063,PYS Layer 6,Panga ya Saidi,Kenya,Eastern Africa,Published measurements,,,19675,2,5.71,2.57,1.77,"25,80"
260,EYMU-05 5 III 8(12) #5,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,31880,31880,2,7.09,2.57,1.83,75-77
436,HwJf2 I9/J9 9 #3,Mlambalasi Rockshelter,Tanzania,Eastern Africa,Newly presented,,,17500,3,6.84,2.57,1.69,72-74
230,EYMU-05 5 III 5(8) #11,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,15000,3,6.55,2.58,1.98,75-77
796,NBC R65/66 A0 BETTY #2,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,5.32,2.59,1.22,"78,79"
159,EYM RBL2.2.2a #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,5265,6038,6038,4,6.21,2.59,N/A,63
448,HwJf2 J9 2SE/SW,Mlambalasi Rockshelter,Tanzania,Eastern Africa,Newly presented,,,200,5,7.08,2.59,1.47,72-74
109,EYM RBL2.1A1 #4,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,3110,3311,3311,4,5.91,2.60,N/A,63
122,EYM RBL2.1B1 #2,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,4535,5184,5184,4,5.78,2.60,N/A,63
211,EYMU-05 5 III 3(5) #6,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,6420,6420,4,5.69,2.60,1.81,75-77
386,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.40,2.60,1.64,"60,67"
489,Kasteelberg A2,Kasteelberg A,South Africa,Southern Africa,Published measurements,,,1800,5,7.50,2.60,N/A,"68,69"
839,NBC R65/66 AI BILL #8,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.52,2.60,1.34,"78,79"
35,"BC R20 TO ? LEVEL 1WA ""38 circled""",Border Cave,South Africa,Southern Africa,Newly presented,38608,42538,42538,1,7.70,2.61,N/A,"14,59"
236,EYMU-05 5 III 5(8) #25,Mumba Rockshelter,Tanzania,Eastern Africa,Newly presented,,,15000,3,5.87,2.61,1.68,75-77
461,HxJf1 Tp12 40-50 #1,Magubike Rockshelter,Tanzania,Eastern Africa,Newly presented,13125,15870,15870,3,9.72,2.61,1.87,"33,70,71"
825,NBC R65/66 AI BILL #15,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,5.53,2.61,1.27,"78,79"
610,NBC 20.12.65 BII BILL,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,757,757,5,5.87,2.61,1.58,"78,79"
621,NBC 21.12.70 A-II BETTY #1,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,455,507,507,5,5.44,2.62,1.50,"78,79"
100,EYM GSVA1,Enkapune ya Muto,Kenya,Eastern Africa,Newly presented,,,3000,4,6.82,2.62,N/A,63
435,HwJf2 I9/J9 9 #2,Mlambalasi Rockshelter,Tanzania,Eastern Africa,Newly presented,,,17500,3,6.89,2.63,1.40,72-74
34,"BC R19 LEVEL 1WA-A ""43 circled""",Border Cave,South Africa,Southern Africa,Newly presented,38608,42538,42538,1,8.05,2.63,1.37,"14,59"
68,DKB1 001 II C3,Dikbosch Shelter 1 ,South Africa,Southern Africa,Newly presented,3090,3248,3248,4,5.64,2.63,1.46,61
368,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.67,2.63,1.53,"60,67"
837,NBC R65/66 AI BILL #6,Nelson Bay Cave,South Africa,Southern Africa,Newly presented,850,611,611,5,4.62,2.64,1.33,"78,79"
1405,WW SorT25 2B,Wonderwerk Cave,South Africa,Southern Africa,Newly presented,1210,1110,1110,5,5.02,2.64,1.33,85-87
328,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,5.24,2.64,1.23,"60,67"
337,Grassridge MH,Grassridge Shelter,South Africa,Southern Africa,Published measurements,,,7000,4,4.26,2.64,1.32,"60,67"
